Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[122]    0.0    0.00    0.00  120000         std::__new_allocator<std::__detail::_Hash_node<unsigned long long, false> >::deallocate(std::__detail::_Hash_node<unsigned long long, false>*, unsigned long) [122]
-----------------------------------------------
                0.00    0.00  120000/120000      std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_allocate_node<unsigned long long const&>(unsigned long long const&) [128]
[123]    0.0    0.00    0.00  120000         std::__new_allocator<std::__detail::_Hash_node<unsigned long long, false> >::allocate(unsigned long, void const*) [123]
-----------------------------------------------
                0.00    0.00  120000/120000      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<unsigned long long, false>*) [130]
[124]    0.0    0.00    0.00  120000         std::__ptr_traits_ptr_to<std::__detail::_Hash_node<unsigned long long, false>*, std::__detail::_Hash_node<unsigned long long, false>, false>::pointer_to(std::__detail::_Hash_node<unsigned long long, false>&) [124]
                0.00    0.00  120000/120000      std::__detail::_Hash_node<unsigned long long, false>* std::addressof<std::__detail::_Hash_node<unsigned long long, false> >(std::__detail::_Hash_node<unsigned long long, false>&) [136]
-----------------------------------------------
                0.00    0.00  120000/120000      std::pair<std::__detail::_Node_iterator<unsigned long long, true, false>, bool> std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique<unsigned long long const&, unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > >(unsigned long long const&, unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > const&) [7]
[125]    0.0    0.00    0.00  120000         std::pair<std::__detail::_Node_iterator<unsigned long long, true, false>, bool>::pair<std::__detail::_Node_iterator<unsigned long long, true, false>&, bool>(std::__detail::_Node_iterator<unsigned long long, true, false>&, bool&&) [125]
                0.00    0.00  120000/120000      std::__detail::_Node_iterator<unsigned long long, true, false>& std::forward<std::__detail::_Node_iterator<unsigned long long, true, false>&>(std::remove_reference<std::__detail::_Node_iterator<unsigned long long, true, false>&>::type&) [135]
                0.00    0.00  120000/120004      bool&& std::forward<bool>(std::remove_reference<bool>::type&) [107]
-----------------------------------------------
                0.00    0.00  120000/120000      std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_allocate_node<unsigned long long const&>(unsigned long long const&) [128]
[126]    0.0    0.00    0.00  120000         std::__detail::_Hash_node<unsigned long long, false>::_Hash_node() [126]
                0.00    0.00  120000/120001      std::__detail::_Hash_node_base::_Hash_node_base() [111]
-----------------------------------------------
                0.00    0.00  120000/120000      std::pair<std::__detail::_Node_iterator<unsigned long long, true, false>, bool> std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique<unsigned long long const&, unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > >(unsigned long long const&, unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > const&) [7]
[127]    0.0    0.00    0.00  120000         std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::__node_type* std::__detail::_NodeBuilder<std::__detail::_Identity>::_S_build<unsigned long long const&, unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > >(unsigned long long const&, unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > const&) [127]
                0.00    0.00  120000/1591711     unsigned long long const& std::forward<unsigned long long const&>(std::remove_reference<unsigned long long const&>::type&) [40]
                0.00    0.00  120000/120000      std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::operator()<unsigned long long const&>(unsigned long long const&) const [115]
-----------------------------------------------
                0.00    0.00  120000/120000      std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::operator()<unsigned long long const&>(unsigned long long const&) const [115]
[128]    0.0    0.00    0.00  120000         std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_allocate_node<unsigned long long const&>(unsigned long long const&) [128]
                0.00    0.00  240000/480002      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_node_allocator() [51]
                0.00    0.00  240000/1591711     unsigned long long const& std::forward<unsigned long long const&>(std::remove_reference<unsigned long long const&>::type&) [40]
                0.00    0.00  120000/798679      std::__is_constant_evaluated() [42]
                0.00    0.00  120000/120000      std::__new_allocator<std::__detail::_Hash_node<unsigned long long, false> >::allocate(unsigned long, void const*) [123]
                0.00    0.00  120000/120000      std::__detail::_Hash_node<unsigned long long, false>* std::__to_address<std::__detail::_Hash_node<unsigned long long, false> >(std::__detail::_Hash_node<unsigned long long, false>*) [133]
                0.00    0.00  120000/120000      std::__detail::_Hash_node<unsigned long long, false>::_Hash_node() [126]
                0.00    0.00  120000/579558      operator new(unsigned long, void*) [47]
                0.00    0.00  120000/360000      __gnu_cxx::__aligned_buffer<unsigned long long>::_M_ptr() [54]
                0.00    0.00  120000/120000      decltype (::new ((void*)(0)) unsigned long long((declval<unsigned long long const&>)())) std::construct_at<unsigned long long, unsigned long long const&>(unsigned long long*, unsigned long long const&) [134]
-----------------------------------------------
                0.00    0.00  120000/120000      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<unsigned long long, false>*) [357]
[129]    0.0    0.00    0.00  120000         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_node(std::__detail::_Hash_node<unsigned long long, false>*) [129]
                0.00    0.00  120000/360000      __gnu_cxx::__aligned_buffer<unsigned long long>::_M_ptr() [54]
                0.00    0.00  120000/480002      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_node_allocator() [51]
                0.00    0.00  120000/120000      void std::destroy_at<unsigned long long>(unsigned long long*) [131]
                0.00    0.00  120000/120000      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<unsigned long long, false>*) [130]
-----------------------------------------------
                0.00    0.00  120000/120000      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_node(std::__detail::_Hash_node<unsigned long long, false>*) [129]
[130]    0.0    0.00    0.00  120000         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<unsigned long long, false>*) [130]
                0.00    0.00  120000/120000      std::__ptr_traits_ptr_to<std::__detail::_Hash_node<unsigned long long, false>*, std::__detail::_Hash_node<unsigned long long, false>, false>::pointer_to(std::__detail::_Hash_node<unsigned long long, false>&) [124]
                0.00    0.00  120000/480002      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_node_allocator() [51]
                0.00    0.00  120000/798679      std::__is_constant_evaluated() [42]
                0.00    0.00  120000/120000      std::__new_allocator<std::__detail::_Hash_node<unsigned long long, false> >::deallocate(std::__detail::_Hash_node<unsigned long long, false>*, unsigned long) [122]
-----------------------------------------------
                0.00    0.00  120000/120000      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_node(std::__detail::_Hash_node<unsigned long long, false>*) [129]
[131]    0.0    0.00    0.00  120000         void std::destroy_at<unsigned long long>(unsigned long long*) [131]
-----------------------------------------------
                0.00    0.00  120000/120000      std::__detail::_Hash_node<unsigned long long, false>* std::addressof<std::__detail::_Hash_node<unsigned long long, false> >(std::__detail::_Hash_node<unsigned long long, false>&) [136]
[132]    0.0    0.00    0.00  120000         std::__detail::_Hash_node<unsigned long long, false>* std::__addressof<std::__detail::_Hash_node<unsigned long long, false> >(std::__detail::_Hash_node<unsigned long long, false>&) [132]
-----------------------------------------------
                0.00    0.00  120000/120000      std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_allocate_node<unsigned long long const&>(unsigned long long const&) [128]
[133]    0.0    0.00    0.00  120000         std::__detail::_Hash_node<unsigned long long, false>* std::__to_address<std::__detail::_Hash_node<unsigned long long, false> >(std::__detail::_Hash_node<unsigned long long, false>*) [133]
-----------------------------------------------
                0.00    0.00  120000/120000      std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_allocate_node<unsigned long long const&>(unsigned long long const&) [128]
[134]    0.0    0.00    0.00  120000         decltype (::new ((void*)(0)) unsigned long long((declval<unsigned long long const&>)())) std::construct_at<unsigned long long, unsigned long long const&>(unsigned long long*, unsigned long long const&) [134]
                0.00    0.00  120000/579558      operator new(unsigned long, void*) [47]
                0.00    0.00  120000/1591711     unsigned long long const& std::forward<unsigned long long const&>(std::remove_reference<unsigned long long const&>::type&) [40]
-----------------------------------------------
                0.00    0.00  120000/120000      std::pair<std::__detail::_Node_iterator<unsigned long long, true, false>, bool>::pair<std::__detail::_Node_iterator<unsigned long long, true, false>&, bool>(std::__detail::_Node_iterator<unsigned long long, true, false>&, bool&&) [125]
[135]    0.0    0.00    0.00  120000         std::__detail::_Node_iterator<unsigned long long, true, false>& std::forward<std::__detail::_Node_iterator<unsigned long long, true, false>&>(std::remove_reference<std::__detail::_Node_iterator<unsigned long long, true, false>&>::type&) [135]
-----------------------------------------------
                0.00    0.00  120000/120000      std::__ptr_traits_ptr_to<std::__detail::_Hash_node<unsigned long long, false>*, std::__detail::_Hash_node<unsigned long long, false>, false>::pointer_to(std::__detail::_Hash_node<unsigned long long, false>&) [124]
[136]    0.0    0.00    0.00  120000         std::__detail::_Hash_node<unsigned long long, false>* std::addressof<std::__detail::_Hash_node<unsigned long long, false> >(std::__detail::_Hash_node<unsigned long long, false>&) [136]
                0.00    0.00  120000/120000      std::__detail::_Hash_node<unsigned long long, false>* std::__addressof<std::__detail::_Hash_node<unsigned long long, false> >(std::__detail::_Hash_node<unsigned long long, false>&) [132]
-----------------------------------------------
                0.00    0.00       1/119365      unsigned long long* std::__uninitialized_copy_a<std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*, unsigned long long>(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*, std::allocator<unsigned long long>&) [379]
                0.00    0.00       1/119365      unsigned long long* std::__copy_move_a2<false, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*>(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*) [375]
                0.00    0.00       1/119365      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [350]
                0.00    0.00       1/119365      char* std::__uninitialized_fill_n_a<char*, unsigned long, char, char>(char*, unsigned long, char const&, std::allocator<char>&) [380]
                0.00    0.00       1/119365      std::vector<int, std::allocator<int> >* std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [381]
                0.00    0.00       1/119365      __gnu_cxx::__enable_if<std::__is_byte<char>::__value, void>::__type std::__fill_a1<char>(char*, char*, char const&) [390]
                0.00    0.00       6/119365      int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [207]
                0.00    0.00  119353/119365      std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [62]
[137]    0.0    0.00    0.00  119365         std::is_constant_evaluated() [137]
-----------------------------------------------
                0.00    0.00   50248/100496      std::vector<int, std::allocator<int> >::begin() const [142]
                0.00    0.00   50248/100496      std::vector<int, std::allocator<int> >::end() const [141]
[138]    0.0    0.00    0.00  100496         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [138]
-----------------------------------------------
                0.00    0.00   50000/100000      void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [269]
                0.00    0.00   50000/100000      std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [314]
[139]    0.0    0.00    0.00  100000         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [139]
-----------------------------------------------
                0.00    0.00       1/50248       (anonymous namespace)::has_any_edges(Graph const&) [245]
                0.00    0.00   50247/50248       (anonymous namespace)::undirected_connected_ignoring_isolated(Graph const&) [27]
[140]    0.0    0.00    0.00   50248         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) const [140]
-----------------------------------------------
                0.00    0.00     690/50248       std::vector<int, std::allocator<int> >::empty() const [178]
                0.00    0.00   49558/50248       (anonymous namespace)::undirected_connected_ignoring_isolated(Graph const&) [27]
[141]    0.0    0.00    0.00   50248         std::vector<int, std::allocator<int> >::end() const [141]
                0.00    0.00   50248/100496      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [138]
-----------------------------------------------
                0.00    0.00     690/50248       std::vector<int, std::allocator<int> >::empty() const [178]
                0.00    0.00   49558/50248       (anonymous namespace)::undirected_connected_ignoring_isolated(Graph const&) [27]
[142]    0.0    0.00    0.00   50248         std::vector<int, std::allocator<int> >::begin() const [142]
                0.00    0.00   50248/100496      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [138]
-----------------------------------------------
                0.00    0.00   50001/50001       void std::_Destroy<int*>(int*, int*) [151]
[143]    0.0    0.00    0.00   50001         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [143]
-----------------------------------------------
                0.00    0.00   50001/50001       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [147]
[144]    0.0    0.00    0.00   50001         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [144]
                0.00    0.00   50001/50001       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [146]
-----------------------------------------------
                0.00    0.00   50001/50001       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [148]
[145]    0.0    0.00    0.00   50001         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [145]
-----------------------------------------------
                0.00    0.00   50001/50001       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [144]
[146]    0.0    0.00    0.00   50001         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [146]
-----------------------------------------------
                0.00    0.00   50001/50001       std::vector<int, std::allocator<int> >::vector() [149]
[147]    0.0    0.00    0.00   50001         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [147]
                0.00    0.00   50001/50001       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [144]
-----------------------------------------------
                0.00    0.00   50001/50001       std::vector<int, std::allocator<int> >::~vector() [150]
[148]    0.0    0.00    0.00   50001         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [148]
                0.00    0.00   50001/218936      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [87]
                0.00    0.00   50001/50001       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [145]
-----------------------------------------------
                0.00    0.00       1/50001       EulerResult::EulerResult() [243]
                0.00    0.00   50000/50001       void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [152]
[149]    0.0    0.00    0.00   50001         std::vector<int, std::allocator<int> >::vector() [149]
                0.00    0.00   50001/50001       std::_Vector_base<int, std::allocator<int> >::_Vector_base() [147]
-----------------------------------------------
                0.00    0.00       1/50001       EulerResult::~EulerResult() [244]
                0.00    0.00   50000/50001       void std::destroy_at<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [153]
[150]    0.0    0.00    0.00   50001         std::vector<int, std::allocator<int> >::~vector() [150]
                0.00    0.00   50001/387871      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [53]
                0.00    0.00   50001/50001       void std::_Destroy<int*>(int*, int*) [151]
                0.00    0.00   50001/50001       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [148]
-----------------------------------------------
                0.00    0.00   50001/50001       std::vector<int, std::allocator<int> >::~vector() [150]
[151]    0.0    0.00    0.00   50001         void std::_Destroy<int*>(int*, int*) [151]
                0.00    0.00   50001/798679      std::__is_constant_evaluated() [42]
                0.00    0.00   50001/50001       void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [143]
-----------------------------------------------
                0.00    0.00   50000/50000       std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [314]
[152]    0.0    0.00    0.00   50000         void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [152]
                0.00    0.00   50000/798679      std::__is_constant_evaluated() [42]
                0.00    0.00   50000/579558      operator new(unsigned long, void*) [47]
                0.00    0.00   50000/50001       std::vector<int, std::allocator<int> >::vector() [149]
-----------------------------------------------
                0.00    0.00   50000/50000       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [154]
[153]    0.0    0.00    0.00   50000         void std::destroy_at<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [153]
                0.00    0.00   50000/50001       std::vector<int, std::allocator<int> >::~vector() [150]
-----------------------------------------------
                0.00    0.00   50000/50000       void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [269]
[154]    0.0    0.00    0.00   50000         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [154]
                0.00    0.00   50000/50000       void std::destroy_at<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [153]
-----------------------------------------------
                0.00    0.00       1/49560       std::deque<int, std::allocator<int> >::end() [316]
                0.00    0.00   49559/49560       std::deque<int, std::allocator<int> >::begin() [159]
[155]    0.0    0.00    0.00   49560         std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [155]
-----------------------------------------------
                0.00    0.00   49559/49559       std::queue<int, std::deque<int, std::allocator<int> > >::empty() const [157]
[156]    0.0    0.00    0.00   49559         std::deque<int, std::allocator<int> >::empty() const [156]
                0.00    0.00   49559/49559       std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [160]
-----------------------------------------------
                0.00    0.00   49559/49559       (anonymous namespace)::undirected_connected_ignoring_isolated(Graph const&) [27]
[157]    0.0    0.00    0.00   49559         std::queue<int, std::deque<int, std::allocator<int> > >::empty() const [157]
                0.00    0.00   49559/49559       std::deque<int, std::allocator<int> >::empty() const [156]
-----------------------------------------------
                0.00    0.00       1/49559       std::deque<int, std::allocator<int> >::~deque() [318]
                0.00    0.00     387/49559       std::deque<int, std::allocator<int> >::_M_pop_front_aux() [189]
                0.00    0.00   49171/49559       std::deque<int, std::allocator<int> >::pop_front() [163]
[158]    0.0    0.00    0.00   49559         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [158]
-----------------------------------------------
                0.00    0.00       1/49559       std::deque<int, std::allocator<int> >::~deque() [318]
                0.00    0.00   49558/49559       std::deque<int, std::allocator<int> >::front() [162]
[159]    0.0    0.00    0.00   49559         std::deque<int, std::allocator<int> >::begin() [159]
                0.00    0.00   49559/49560       std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [155]
-----------------------------------------------
                0.00    0.00   49559/49559       std::deque<int, std::allocator<int> >::empty() const [156]
[160]    0.0    0.00    0.00   49559         std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [160]
-----------------------------------------------
                0.00    0.00   49558/49558       std::deque<int, std::allocator<int> >::front() [162]
[161]    0.0    0.00    0.00   49558         std::_Deque_iterator<int, int&, int*>::operator*() const [161]
-----------------------------------------------
                0.00    0.00   49558/49558       std::queue<int, std::deque<int, std::allocator<int> > >::front() [167]
[162]    0.0    0.00    0.00   49558         std::deque<int, std::allocator<int> >::front() [162]
                0.00    0.00   49558/49559       std::deque<int, std::allocator<int> >::begin() [159]
                0.00    0.00   49558/49558       std::_Deque_iterator<int, int&, int*>::operator*() const [161]
-----------------------------------------------
                0.00    0.00   49558/49558       std::queue<int, std::deque<int, std::allocator<int> > >::pop() [165]
[163]    0.0    0.00    0.00   49558         std::deque<int, std::allocator<int> >::pop_front() [163]
                0.00    0.00   49171/49559       std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [158]
                0.00    0.00   49171/49558       void std::destroy_at<int>(int*) [168]
                0.00    0.00     387/387         std::deque<int, std::allocator<int> >::_M_pop_front_aux() [189]
-----------------------------------------------
                0.00    0.00   49558/49558       std::queue<int, std::deque<int, std::allocator<int> > >::push(int const&) [166]
[164]    0.0    0.00    0.00   49558         std::deque<int, std::allocator<int> >::push_back(int const&) [164]
                0.00    0.00   49171/748438      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [43]
                0.00    0.00   49171/289558      decltype (::new ((void*)(0)) int((declval<int const&>)())) std::construct_at<int, int const&>(int*, int const&) [65]
                0.00    0.00     387/387         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [190]
-----------------------------------------------
                0.00    0.00   49558/49558       (anonymous namespace)::undirected_connected_ignoring_isolated(Graph const&) [27]
[165]    0.0    0.00    0.00   49558         std::queue<int, std::deque<int, std::allocator<int> > >::pop() [165]
                0.00    0.00   49558/49558       std::deque<int, std::allocator<int> >::pop_front() [163]
-----------------------------------------------
                0.00    0.00   49558/49558       (anonymous namespace)::undirected_connected_ignoring_isolated(Graph const&) [27]
[166]    0.0    0.00    0.00   49558         std::queue<int, std::deque<int, std::allocator<int> > >::push(int const&) [166]
                0.00    0.00   49558/49558       std::deque<int, std::allocator<int> >::push_back(int const&) [164]
-----------------------------------------------
                0.00    0.00   49558/49558       (anonymous namespace)::undirected_connected_ignoring_isolated(Graph const&) [27]
[167]    0.0    0.00    0.00   49558         std::queue<int, std::deque<int, std::allocator<int> > >::front() [167]
                0.00    0.00   49558/49558       std::deque<int, std::allocator<int> >::front() [162]
-----------------------------------------------
                0.00    0.00     387/49558       std::deque<int, std::allocator<int> >::_M_pop_front_aux() [189]
                0.00    0.00   49171/49558       std::deque<int, std::allocator<int> >::pop_front() [163]
[168]    0.0    0.00    0.00   49558         void std::destroy_at<int>(int*) [168]
-----------------------------------------------
                0.00    0.00   27865/27865       std::__detail::_Hash_node_base* std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node_tr<unsigned long long>(unsigned long, unsigned long long const&, unsigned long) const [13]
[169]    0.0    0.00    0.00   27865         bool std::__detail::_Hashtable_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals_tr<unsigned long long>(unsigned long long const&, unsigned long, std::__detail::_Hash_node_value<unsigned long long, false> const&) const [169]
                0.00    0.00   27865/27865       std::__detail::_Hashtable_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_S_equals(unsigned long, std::__detail::_Hash_node_code_cache<false> const&) [174]
                0.00    0.00   27865/27865       bool std::__detail::_Hashtable_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_key_equals_tr<unsigned long long>(unsigned long long const&, std::__detail::_Hash_node_value<unsigned long long, false> const&) const [170]
-----------------------------------------------
                0.00    0.00   27865/27865       bool std::__detail::_Hashtable_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals_tr<unsigned long long>(unsigned long long const&, unsigned long, std::__detail::_Hash_node_value<unsigned long long, false> const&) const [169]
[170]    0.0    0.00    0.00   27865         bool std::__detail::_Hashtable_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_key_equals_tr<unsigned long long>(unsigned long long const&, std::__detail::_Hash_node_value<unsigned long long, false> const&) const [170]
                0.00    0.00   27865/27865       std::__detail::_Hashtable_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_eq() const [171]
                0.00    0.00   27865/151691      __gnu_cxx::__aligned_buffer<unsigned long long>::_M_ptr() const [93]
                0.00    0.00   27865/271695      unsigned long long const& std::__detail::_Identity::operator()<unsigned long long const&>(unsigned long long const&) const [66]
                0.00    0.00   27865/27865       std::equal_to<unsigned long long>::operator()(unsigned long long const&, unsigned long long const&) const [173]
-----------------------------------------------
                0.00    0.00   27865/27865       bool std::__detail::_Hashtable_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_key_equals_tr<unsigned long long>(unsigned long long const&, std::__detail::_Hash_node_value<unsigned long long, false> const&) const [170]
